Linux 2.6.18-164.2.1.el5 (rmai3db.ads.sp1.yahoo.com) 	08/21/2011

09:13:02 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:13:22 PM    9   42.00    0.00   42.90    0.00    0.00    9.40    0.00    5.70      0.00
09:13:22 PM   10   42.86    0.00   42.96    0.00    0.00    9.19    0.00    5.00      0.00
09:13:22 PM   11   41.50    0.00   41.90    0.00    0.00   10.00    0.00    6.60      0.00
09:13:22 PM   12   41.00    0.00   41.60    0.00    0.00    9.00    0.00    8.40      1.00
09:13:22 PM   13   42.40    0.00   40.30    0.00    0.00    9.50    0.00    7.80      7.71
09:13:22 PM   14   43.66    0.00   40.56    0.00    0.00    9.39    0.00    6.39      0.70
09:13:22 PM   15   42.10    0.00   40.30    0.00    0.00    9.40    0.00    8.20      0.60

09:13:22 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:13:32 PM  all   42.43    0.00   40.09    0.00    0.00   10.15    0.00    7.33   1014.70
09:13:32 PM    0   46.40    0.00   27.70    0.00    0.00   18.90    0.00    7.00   1000.10
09:13:32 PM    1   41.30    0.00   41.90    0.00    0.00    9.50    0.00    7.30      0.00
09:13:32 PM    2   41.00    0.00   42.10    0.00    0.00    9.40    0.00    7.50      0.00
09:13:32 PM    3   40.20    0.00   41.80    0.00    0.00    9.00    0.00    9.00      0.00
09:13:32 PM    4   43.96    0.00   40.26    0.00    0.00    8.89    0.00    6.89      3.90
09:13:32 PM    5   42.80    0.00   40.70    0.00    0.00    9.80    0.00    6.70      0.00
09:13:32 PM    6   43.64    0.00   40.14    0.00    0.00    9.81    0.00    6.41      0.00
09:13:32 PM    7   41.44    0.00   40.24    0.00    0.00    9.51    0.00    8.81      0.00
09:13:32 PM    8   42.94    0.00   40.14    0.00    0.00   11.31    0.00    5.61      0.00
09:13:32 PM    9   43.04    0.00   41.64    0.00    0.00    9.21    0.00    6.11      0.00
09:13:32 PM   10   41.04    0.00   43.04    0.00    0.00    9.31    0.00    6.61      0.00
09:13:32 PM   11   40.20    0.00   41.30    0.00    0.00    9.30    0.00    9.20      0.00
09:13:32 PM   12   43.40    0.00   39.40    0.00    0.00    9.50    0.00    7.70      0.90
09:13:32 PM   13   42.70    0.00   40.00    0.00    0.00    9.80    0.00    7.50      8.60
09:13:32 PM   14   43.24    0.00   40.04    0.00    0.00    9.71    0.00    7.01      0.60
09:13:32 PM   15   41.60    0.00   41.10    0.00    0.00    9.50    0.00    7.80      0.60

09:13:32 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:13:42 PM  all   42.50    0.00   40.44    0.00    0.00   10.31    0.00    6.74   1014.39
09:13:42 PM    0   42.36    0.00   26.57    0.00    0.00   19.08    0.00   11.99    999.10
09:13:42 PM    1   40.70    0.00   40.40    0.00    0.00    9.50    0.00    9.40      0.00
09:13:42 PM    2   38.74    0.00   42.14    0.00    0.00    9.41    0.00    9.71      0.00
09:13:42 PM    3   39.86    0.00   40.46    0.00    0.00    9.99    0.00    9.69      0.00
09:13:42 PM    4   45.45    0.00   41.24    0.00    0.00    9.41    0.00    3.90      4.10
09:13:42 PM    5   43.84    0.00   41.74    0.00    0.00    9.41    0.00    5.01      0.00
09:13:42 PM    6   44.06    0.00   42.16    0.00    0.00    9.39    0.00    4.40      0.00
09:13:42 PM    7   45.50    0.00   41.60    0.00    0.00    9.70    0.00    3.20      0.00
09:13:42 PM    8   41.06    0.00   39.86    0.00    0.00   11.49    0.00    7.59      0.00
09:13:42 PM    9   40.26    0.00   41.16    0.00    0.00    9.09    0.00    9.49      0.00
09:13:42 PM   10   39.40    0.00   42.00    0.00    0.00    9.40    0.00    9.20      0.00
09:13:42 PM   11   41.44    0.00   40.84    0.00    0.00    9.41    0.00    8.31      0.00
09:13:42 PM   12   45.15    0.00   41.74    0.00    0.00    9.71    0.00    3.40      0.90
09:13:42 PM   13   42.54    0.00   42.04    0.00    0.00   10.31    0.00    5.11      9.19
09:13:42 PM   14   44.46    0.00   41.86    0.00    0.00    9.89    0.00    3.80      0.60
09:13:42 PM   15   45.40    0.00   41.40    0.00    0.00    9.60    0.00    3.60      0.50

09:13:42 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:13:52 PM  all   42.39    0.00   40.15    0.01    0.00   10.14    0.00    7.31   1018.12
09:13:52 PM    0   43.84    0.00   27.63    0.00    0.00   19.12    0.00    9.41   1001.10
09:13:52 PM    1   41.20    0.00   41.10    0.00    0.00    9.20    0.00    8.50      0.00
09:13:52 PM    2   39.76    0.00   41.16    0.00    0.00    9.79    0.00    9.29      0.00
09:13:52 PM    3   41.84    0.00   40.94    0.00    0.00    8.91    0.00    8.31      0.00
09:13:52 PM    4   41.96    0.00   41.36    0.00    0.00    9.39    0.00    7.29      3.90
09:13:52 PM    5   44.80    0.00   40.80    0.00    0.00    9.50    0.00    4.90      0.00
09:13:52 PM    6   43.34    0.00   40.34    0.00    0.00    9.81    0.00    6.51      0.00
09:13:52 PM    7   43.06    0.00   40.96    0.00    0.00    9.89    0.00    6.09      0.50
09:13:52 PM    8   42.40    0.00   38.70    0.00    0.00   11.70    0.00    7.20      0.00
09:13:52 PM    9   41.80    0.00   41.80    0.00    0.00    8.80    0.00    7.60      0.00
09:13:52 PM   10   40.10    0.00   41.40    0.00    0.00    9.60    0.00    8.90      0.00
09:13:52 PM   11   40.16    0.00   42.66    0.00    0.00    8.79    0.00    8.39      0.00
09:13:52 PM   12   41.56    0.00   41.46    0.00    0.00    9.59    0.00    7.39      1.10
09:13:52 PM   13   45.35    0.00   41.26    0.00    0.00    9.09    0.00    4.30      9.11
09:13:52 PM   14   43.00    0.00   40.40    0.00    0.00    9.90    0.00    6.70      0.70
09:13:52 PM   15   44.14    0.00   40.34    0.00    0.00    9.31    0.00    6.21      1.70

09:13:52 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:14:02 PM  all   42.27    0.00   39.40    0.00    0.00   10.10    0.00    8.23   1024.22
09:14:02 PM    0   45.75    0.00   26.63    0.00    0.00   18.52    0.00    9.11   1001.10
09:14:02 PM    1   42.24    0.00   40.54    0.00    0.00    9.41    0.00    7.81      0.00
09:14:02 PM    2   41.74    0.00   40.74    0.00    0.00    9.41    0.00    8.11      0.00
09:14:02 PM    3   40.20    0.00   41.10    0.00    0.00    9.90    0.00    8.80      0.00
09:14:02 PM    4   43.70    0.00   39.20    0.00    0.00    9.00    0.00    8.10      3.80
09:14:02 PM    5   41.90    0.00   40.30    0.00    0.00    9.10    0.00    8.70      0.00
09:14:02 PM    6   40.86    0.00   41.46    0.00    0.00    9.39    0.00    8.29      0.00
09:14:02 PM    7   43.00    0.00   39.40    0.00    0.00    9.10    0.00    8.50      0.50
09:14:02 PM    8   43.50    0.00   38.20    0.00    0.00   11.50    0.00    6.80      0.00
09:14:02 PM    9   41.20    0.00   41.50    0.00    0.00    9.20    0.00    8.10      0.00
09:14:02 PM   10   41.20    0.00   39.70    0.00    0.00    9.80    0.00    9.30      0.00
09:14:02 PM   11   43.14    0.00   39.84    0.00    0.00    9.41    0.00    7.61      0.00
09:14:02 PM   12   42.04    0.00   40.34    0.00    0.00    9.81    0.00    7.81      0.80
09:14:02 PM   13   42.04    0.00   40.64    0.00    0.00    9.11    0.00    8.21     16.12
09:14:02 PM   14   42.00    0.00   41.20    0.00    0.00    9.60    0.00    7.20      0.60
09:14:02 PM   15   41.76    0.00   39.76    0.00    0.00    9.49    0.00    8.99      1.30

09:14:02 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:14:12 PM  all   42.36    0.00   39.32    0.00    0.00   10.16    0.00    8.16   1014.09
09:14:12 PM    0   43.36    0.00   25.97    0.00    0.00   18.88    0.00   11.79    999.10
09:14:12 PM    1   40.80    0.00   40.60    0.00    0.00    9.10    0.00    9.50      0.00
09:14:12 PM    2   40.56    0.00   39.76    0.00    0.00    9.69    0.00    9.99      0.00
09:14:12 PM    3   39.80    0.00   41.30    0.00    0.00    9.60    0.00    9.30      0.00
09:14:12 PM    4   43.84    0.00   40.54    0.00    0.00    9.51    0.00    6.11      3.30
09:14:12 PM    5   44.36    0.00   39.36    0.00    0.00    9.29    0.00    6.99      0.00
09:14:12 PM    6   43.64    0.00   40.24    0.00    0.00    9.81    0.00    6.31      0.00
09:14:12 PM    7   42.34    0.00   39.64    0.00    0.00    9.31    0.00    8.71      0.60
09:14:12 PM    8   41.54    0.00   38.64    0.00    0.00   11.71    0.00    8.11      0.00
09:14:12 PM    9   40.90    0.00   40.80    0.00    0.00    9.40    0.00    8.90      0.00
09:14:12 PM   10   41.10    0.00   40.10    0.00    0.00    9.30    0.00    9.50      0.00
09:14:12 PM   11   40.30    0.00   41.00    0.00    0.00   10.30    0.00    8.40      0.00
09:14:12 PM   12   44.46    0.00   40.26    0.00    0.00    9.39    0.00    5.89      0.90
09:14:12 PM   13   44.24    0.00   40.74    0.00    0.00    8.41    0.00    6.61      7.69
09:14:12 PM   14   44.00    0.00   40.30    0.00    0.00    9.30    0.00    6.40      0.90
09:14:12 PM   15   42.70    0.00   39.80    0.00    0.00    9.50    0.00    8.00      1.60

09:14:12 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:14:22 PM  all   42.28    0.00   39.18    0.00    0.00   10.03    0.00    8.51   1017.32
09:14:22 PM    0   43.64    0.00   26.73    0.00    0.00   17.72    0.00   11.91   1001.10
09:14:22 PM    1   40.30    0.00   40.80    0.00    0.00    9.30    0.00    9.60      0.00
09:14:22 PM    2   40.24    0.00   39.84    0.00    0.00    9.41    0.00   10.51      0.00
09:14:22 PM    3   42.60    0.00   39.00    0.00    0.00    9.50    0.00    8.90      0.00
09:14:22 PM    4   44.40    0.00   40.30    0.00    0.00    9.30    0.00    6.00      2.60
09:14:22 PM    5   41.40    0.00   40.60    0.00    0.00    9.30    0.00    8.70      0.00
09:14:22 PM    6   43.90    0.00   39.50    0.00    0.00    9.30    0.00    7.30      0.00
09:14:22 PM    7   42.86    0.00   39.66    0.00    0.00    9.49    0.00    7.99      0.60
09:14:22 PM    8   41.76    0.00   38.76    0.00    0.00   11.69    0.00    7.79      0.00
09:14:22 PM    9   41.04    0.00   41.24    0.00    0.00    9.01    0.00    8.71      0.00
09:14:22 PM   10   40.70    0.00   40.20    0.00    0.00    9.30    0.00    9.80      0.00
09:14:22 PM   11   41.96    0.00   39.36    0.00    0.00    9.79    0.00    8.89      0.00
09:14:22 PM   12   43.56    0.00   40.66    0.00    0.00    8.99    0.00    6.79      0.80
09:14:22 PM   13   42.40    0.00   40.20    0.00    0.00    9.30    0.00    8.10     10.11
09:14:22 PM   14   43.40    0.00   39.80    0.00    0.00    9.50    0.00    7.30      0.60
09:14:22 PM   15   42.10    0.00   40.30    0.00    0.00    9.50    0.00    8.10      1.50

09:14:22 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:14:32 PM  all   41.23    0.00   39.58    0.00    0.00    9.98    0.00    9.21   1017.90
09:14:32 PM    0   43.10    0.00   26.90    0.00    0.00   18.60    0.00   11.40   1000.10
09:14:32 PM    1   40.30    0.00   40.20    0.00    0.00    9.40    0.00   10.10      0.00
09:14:32 PM    2   39.00    0.00   40.50    0.00    0.00    9.00    0.00   11.50      0.00
09:14:32 PM    3   40.80    0.00   40.80    0.00    0.00    8.70    0.00    9.70      0.00
09:14:32 PM    4   40.80    0.00   41.50    0.00    0.00    9.00    0.00    8.70      3.20
09:14:32 PM    5   41.40    0.00   41.10    0.00    0.00    8.90    0.00    8.60      0.00
09:14:32 PM    6   41.20    0.00   40.30    0.00    0.00    9.70    0.00    8.80      0.00
09:14:32 PM    7   43.10    0.00   41.20    0.00    0.00    9.30    0.00    6.40      0.50
09:14:32 PM    8   40.70    0.00   38.50    0.00    0.00   11.50    0.00    9.30      0.00
09:14:32 PM    9   41.00    0.00   40.00    0.00    0.00    8.90    0.00   10.10      0.00
09:14:32 PM   10   40.60    0.00   39.70    0.00    0.00    9.30    0.00   10.40      0.00
09:14:32 PM   11   40.70    0.00   40.60    0.00    0.00    9.10    0.00    9.60      0.00
09:14:32 PM   12   41.18    0.00   40.28    0.00    0.00   10.02    0.00    8.52      0.90
09:14:32 PM   13   41.32    0.00   40.72    0.00    0.00    9.58    0.00    8.38     11.50
09:14:32 PM   14   41.80    0.00   40.00    0.00    0.00    9.70    0.00    8.50      0.60
09:14:32 PM   15   42.64    0.00   41.04    0.00    0.00    9.11    0.00    7.21      1.10

09:14:32 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:14:42 PM  all   41.23    0.00   39.25    0.00    0.00    9.99    0.00    9.53   1013.89
09:14:42 PM    0   44.16    0.00   25.57    0.00    0.00   18.38    0.00   11.89    999.10
09:14:42 PM    1   41.54    0.00   40.44    0.00    0.00    9.21    0.00    8.81      0.00
09:14:42 PM    2   42.16    0.00   38.56    0.00    0.00    9.19    0.00   10.09      0.00
09:14:42 PM    3   39.76    0.00   40.86    0.00    0.00    9.19    0.00   10.19      0.00
09:14:42 PM    4   40.20    0.00   40.50    0.00    0.00    9.30    0.00   10.00      3.40
09:14:42 PM    5   41.78    0.00   40.78    0.00    0.00    8.42    0.00    9.02      0.00
09:14:42 PM    6   40.90    0.00   40.40    0.00    0.00    9.40    0.00    9.30      0.00
09:14:42 PM    7   40.34    0.00   40.64    0.00    0.00    9.71    0.00    9.31      0.50
09:14:42 PM    8   41.30    0.00   37.80    0.00    0.00   12.00    0.00    8.90      0.00
09:14:42 PM    9   41.30    0.00   39.90    0.00    0.00    9.10    0.00    9.70      0.00
09:14:42 PM   10   41.56    0.00   39.06    0.00    0.00    9.39    0.00    9.99      0.00
09:14:42 PM   11   40.04    0.00   40.04    0.00    0.00    9.21    0.00   10.71      0.00
09:14:42 PM   12   41.06    0.00   40.66    0.00    0.00    9.39    0.00    8.89      0.90
09:14:42 PM   13   41.08    0.00   40.58    0.00    0.00    9.52    0.00    8.82      8.49
09:14:42 PM   14   41.54    0.00   40.74    0.00    0.00    9.41    0.00    8.31      0.60
09:14:42 PM   15   41.20    0.00   41.50    0.00    0.00    8.90    0.00    8.40      0.90

09:14:42 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:14:52 PM  all   41.03    0.00   39.47    0.00    0.00    9.99    0.00    9.51   1015.18
09:14:52 PM    0   44.86    0.00   26.97    0.00    0.00   18.48    0.00    9.69    999.10
09:14:52 PM    1   40.66    0.00   41.16    0.00    0.00    9.59    0.00    8.59      0.00
09:14:52 PM    2   40.50    0.00   40.40    0.00    0.00    9.70    0.00    9.40      0.00
09:14:52 PM    3   39.64    0.00   41.64    0.00    0.00    8.81    0.00    9.91      0.00
09:14:52 PM    4   40.80    0.00   40.00    0.00    0.00    9.20    0.00   10.00      2.80
09:14:52 PM    5   40.96    0.00   38.26    0.00    0.00    8.89    0.00   11.89      0.00
09:14:52 PM    6   40.96    0.00   41.26    0.00    0.00    9.09    0.00    8.69      0.00
09:14:52 PM    7   40.96    0.00   39.36    0.00    0.00    9.69    0.00    9.99      0.50
09:14:52 PM    8   41.50    0.00   40.00    0.00    0.00   11.70    0.00    6.80      0.00
09:14:52 PM    9   40.66    0.00   41.86    0.00    0.00    9.39    0.00    8.09      0.00
09:14:52 PM   10   39.58    0.00   40.68    0.00    0.00    9.22    0.00   10.52      0.00
09:14:52 PM   11   40.00    0.00   41.00    0.00    0.00    9.40    0.00    9.60      0.00
09:14:52 PM   12   41.54    0.00   39.84    0.00    0.00    9.51    0.00    9.11      0.80
09:14:52 PM   13   41.26    0.00   38.56    0.00    0.00    8.99    0.00   11.19     10.09
09:14:52 PM   14   41.50    0.00   40.70    0.00    0.00    9.30    0.00    8.50      0.60
09:14:52 PM   15   41.00    0.00   39.50    0.00    0.00    9.20    0.00   10.30      1.30

09:14:52 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:15:02 PM  all   41.05    0.00   38.99    0.00    0.00    9.90    0.00   10.06   1019.74
09:15:02 PM    0   44.19    0.00   26.55    0.00    0.00   18.64    0.00   10.62   1002.10
09:15:02 PM    1   41.20    0.00   40.60    0.00    0.00    9.10    0.00    9.10      0.00
09:15:02 PM    2   40.90    0.00   40.30    0.00    0.00    9.50    0.00    9.30      0.00
09:15:02 PM    3   42.00    0.00   40.50    0.00    0.00    9.00    0.00    8.50      0.00
09:15:02 PM    4   40.64    0.00   38.54    0.00    0.00    9.01    0.00   11.81      5.21
09:15:02 PM    5   40.86    0.00   39.46    0.00    0.00    8.79    0.00   10.89      0.00
09:15:02 PM    6   39.78    0.00   39.88    0.00    0.00    9.82    0.00   10.52      0.00
09:15:02 PM    7   39.94    0.00   39.04    0.00    0.00    9.21    0.00   11.81      0.80
09:15:02 PM    8   42.20    0.00   39.30    0.00    0.00   11.40    0.00    7.10      0.00
09:15:02 PM    9   41.04    0.00   40.64    0.00    0.00    8.81    0.00    9.51      0.00
09:15:02 PM   10   41.42    0.00   40.32    0.00    0.00    9.48    0.00    8.78      0.00
09:15:02 PM   11   41.40    0.00   40.60    0.00    0.00    9.20    0.00    8.80      0.00
09:15:02 PM   12   40.70    0.00   39.10    0.00    0.00    8.90    0.00   11.30      0.90
09:15:02 PM   13   39.30    0.00   40.20    0.00    0.00    9.20    0.00   11.30      7.11
09:15:02 PM   14   40.30    0.00   39.70    0.00    0.00    9.40    0.00   10.60      1.40
09:15:02 PM   15   40.80    0.00   39.20    0.00    0.00    8.90    0.00   11.10      2.20

09:15:02 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:15:12 PM  all   40.02    0.00   39.45    0.00    0.00    9.98    0.00   10.54   1016.98
09:15:12 PM    0   42.56    0.00   26.07    0.00    0.00   19.08    0.00   12.29    999.10
09:15:12 PM    1   39.66    0.00   40.36    0.00    0.00    8.69    0.00   11.29      0.00
09:15:12 PM    2   39.74    0.00   40.34    0.00    0.00    9.31    0.00   10.61      0.00
09:15:12 PM    3   39.24    0.00   40.24    0.00    0.00    9.11    0.00   11.41      0.00
09:15:12 PM    4   39.46    0.00   40.86    0.00    0.00    9.69    0.00    9.99      3.10
09:15:12 PM    5   40.74    0.00   40.74    0.00    0.00    9.11    0.00    9.41      0.00
09:15:12 PM    6   39.92    0.00   40.32    0.00    0.00    8.98    0.00   10.78      0.00
09:15:12 PM    7   40.26    0.00   40.06    0.00    0.00    9.49    0.00   10.19      0.50
09:15:12 PM    8   41.54    0.00   39.14    0.00    0.00   11.31    0.00    8.01      0.00
09:15:12 PM    9   39.16    0.00   40.16    0.00    0.00    8.99    0.00   11.69      0.00
09:15:12 PM   10   39.44    0.00   39.74    0.00    0.00   10.11    0.00   10.71      0.00
09:15:12 PM   11   38.70    0.00   40.10    0.00    0.00    9.70    0.00   11.50      0.00
09:15:12 PM   12   39.04    0.00   40.64    0.00    0.00    9.41    0.00   10.91      0.80
09:15:12 PM   13   39.90    0.00   41.50    0.00    0.00    9.00    0.00    9.60     11.79
09:15:12 PM   14   40.86    0.00   40.76    0.00    0.00    8.89    0.00    9.49      0.60
09:15:12 PM   15   40.00    0.00   40.30    0.00    0.00    9.00    0.00   10.70      1.10

09:15:12 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:15:22 PM  all   40.09    0.00   39.26    0.00    0.00    9.83    0.00   10.82   1018.30
09:15:22 PM    0   44.00    0.00   26.10    0.00    0.00   18.20    0.00   11.70   1000.10
09:15:22 PM    1   40.04    0.00   40.44    0.00    0.00    9.01    0.00   10.51      0.00
09:15:22 PM    2   40.30    0.00   40.50    0.00    0.00    9.10    0.00   10.10      0.00
09:15:22 PM    3   40.80    0.00   40.60    0.00    0.00    8.90    0.00    9.70      0.00
09:15:22 PM    4   39.30    0.00   40.10    0.00    0.00    8.80    0.00   11.80      3.40
09:15:22 PM    5   38.60    0.00   41.00    0.00    0.00    9.00    0.00   11.40      0.00
09:15:22 PM    6   39.14    0.00   40.04    0.00    0.00    9.31    0.00   11.51      0.00
09:15:22 PM    7   39.04    0.00   40.34    0.00    0.00    8.91    0.00   11.71      0.60
09:15:22 PM    8   41.10    0.00   37.30    0.00    0.00   11.70    0.00    9.90      0.00
09:15:22 PM    9   40.68    0.00   39.58    0.00    0.00    9.52    0.00   10.22      0.00
09:15:22 PM   10   40.00    0.00   40.70    0.00    0.00    8.90    0.00   10.40      0.00
09:15:22 PM   11   40.50    0.00   40.20    0.00    0.00    9.30    0.00   10.00      0.00
09:15:22 PM   12   39.70    0.00   39.50    0.00    0.00    9.00    0.00   11.80      0.90
09:15:22 PM   13   38.50    0.00   41.00    0.00    0.00    9.00    0.00   11.50     11.10
09:15:22 PM   14   40.14    0.00   40.74    0.00    0.00    8.91    0.00   10.21      0.70
09:15:22 PM   15   39.66    0.00   39.96    0.00    0.00    9.29    0.00   11.09      1.50

09:15:22 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:15:32 PM  all   40.08    0.00   39.36    0.00    0.00    9.98    0.00   10.58   1016.83
09:15:32 PM    0   43.99    0.00   26.25    0.00    0.00   18.14    0.00   11.62   1002.10
09:15:32 PM    1   39.50    0.00   41.40    0.00    0.00    9.60    0.00    9.50      0.00
09:15:32 PM    2   40.30    0.00   41.60    0.00    0.00    9.30    0.00    8.80      0.00
09:15:32 PM    3   40.30    0.00   41.00    0.00    0.00    9.80    0.00    8.90      0.00
09:15:32 PM    4   39.30    0.00   40.30    0.00    0.00    8.80    0.00   11.60      2.30
09:15:32 PM    5   39.44    0.00   39.14    0.00    0.00    9.21    0.00   12.21      0.00
09:15:32 PM    6   39.30    0.00   39.70    0.00    0.00    9.70    0.00   11.30      0.00
09:15:32 PM    7   38.60    0.00   40.50    0.00    0.00    9.10    0.00   11.80      0.50
09:15:32 PM    8   40.96    0.00   39.16    0.00    0.00   11.59    0.00    8.29      0.00
09:15:32 PM    9   40.26    0.00   40.96    0.00    0.00    9.29    0.00    9.49      0.00
09:15:32 PM   10   41.70    0.00   40.30    0.00    0.00    9.20    0.00    8.80      0.00
09:15:32 PM   11   41.10    0.00   40.90    0.00    0.00    9.40    0.00    8.60      0.00
09:15:32 PM   12   39.56    0.00   39.06    0.00    0.00    9.19    0.00   12.19      0.80
09:15:32 PM   13   38.50    0.00   39.90    0.00    0.00    9.50    0.00   12.10      9.22
09:15:32 PM   14   39.50    0.00   40.40    0.00    0.00    9.20    0.00   10.90      0.60
09:15:32 PM   15   39.24    0.00   39.24    0.00    0.00    8.91    0.00   12.61      1.30

09:15:32 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:15:42 PM  all   40.22    0.00   39.05    0.00    0.00    9.98    0.00   10.75   1016.98
09:15:42 PM    0   45.35    0.00   26.37    0.00    0.00   18.08    0.00   10.19    999.10
09:15:42 PM    1   39.94    0.00   40.64    0.00    0.00    9.51    0.00    9.91      0.00
09:15:42 PM    2   40.66    0.00   40.06    0.00    0.00    9.49    0.00    9.79      0.00
09:15:42 PM    3   39.92    0.00   40.12    0.00    0.00    9.88    0.00   10.08      0.00
09:15:42 PM    4   39.80    0.00   40.40    0.00    0.00    8.90    0.00   10.90      4.30
09:15:42 PM    5   39.86    0.00   39.26    0.00    0.00    9.09    0.00   11.79      0.00
09:15:42 PM    6   39.26    0.00   40.06    0.00    0.00    8.69    0.00   11.99      0.00
09:15:42 PM    7   39.70    0.00   39.50    0.00    0.00    9.00    0.00   11.80      0.50
09:15:42 PM    8   42.04    0.00   38.04    0.00    0.00   12.51    0.00    7.41      0.00
09:15:42 PM    9   40.00    0.00   40.30    0.00    0.00    9.20    0.00   10.50      0.00
09:15:42 PM   10   40.00    0.00   40.60    0.00    0.00    9.00    0.00   10.40      0.00
09:15:42 PM   11   39.60    0.00   40.30    0.00    0.00    9.20    0.00   10.90      0.00
09:15:42 PM   12   39.20    0.00   40.00    0.00    0.00    9.40    0.00   11.40      0.90
09:15:42 PM   13   39.64    0.00   39.64    0.00    0.00    9.61    0.00   11.11     10.49
09:15:42 PM   14   39.00    0.00   40.00    0.00    0.00    8.90    0.00   12.10      0.60
09:15:42 PM   15   39.36    0.00   39.56    0.00    0.00    9.29    0.00   11.79      1.10

09:15:42 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:15:52 PM  all   40.26    0.00   39.18    0.00    0.00    9.87    0.00   10.69   1017.30
09:15:52 PM    0   42.70    0.00   26.90    0.00    0.00   17.90    0.00   12.50   1000.10
09:15:52 PM    1   40.76    0.00   40.26    0.00    0.00    8.29    0.00   10.69      0.00
09:15:52 PM    2   40.04    0.00   40.04    0.00    0.00    9.31    0.00   10.61      0.00
